"months" "chw" "score" "rank" "week_mean" "week_sd"
"1" 1 "89fda0284e008d2e0c980fb13f94e5b7" 9.12194671551234 1 0.597188103947531 0.906490801701756
"2" 1 "89fda0284e008d2e0c980fb13f99a592" 2.61757072129833 2 0.597188103947531 0.906490801701756
"3" 1 "89fda0284e008d2e0c980fb13f983809" 1.94881665503987 3 0.597188103947531 0.906490801701756
"4" 1 "89fda0284e008d2e0c980fb13f9b3f75" 1.76606006389433 4 0.597188103947531 0.906490801701756
"5" 1 "89fda0284e008d2e0c980fb13f957a1e" 1.65887224725443 5 0.597188103947531 0.906490801701756
"6" 1 "70c6ba6f55ed21716fe725c21469fe3b" 1.56163459355095 6 0.597188103947531 0.906490801701756
"7" 1 "89fda0284e008d2e0c980fb13f953df5" 1.34664220880962 7 0.597188103947531 0.906490801701756
"8" 1 "89fda0284e008d2e0c980fb13f98872f" 1.29086310066078 8 0.597188103947531 0.906490801701756
"9" 1 "89fda0284e008d2e0c980fb13f9a94f7" 1.23220117795882 9 0.597188103947531 0.906490801701756
"10" 1 "89fda0284e008d2e0c980fb13f955485" 1.14122839581293 10 0.597188103947531 0.906490801701756
"11" 1 "89fda0284e008d2e0c980fb13f97eeaa" 1.09988618824516 11 0.597188103947531 0.906490801701756
"12" 1 "89fda0284e008d2e0c980fb13f95b755" 1.07546900735034 12 0.597188103947531 0.906490801701756
"13" 1 "89fda0284e008d2e0c980fb13f97dff4" 0.973314146511404 13 0.597188103947531 0.906490801701756
"14" 1 "89fda0284e008d2e0c980fb13f9528e1" 0.95771222638285 14 0.597188103947531 0.906490801701756
"15" 1 "89fda0284e008d2e0c980fb13f9a51a9" 0.919084209192135 15 0.597188103947531 0.906490801701756
"16" 1 "89fda0284e008d2e0c980fb13f9900d3" 0.898658803213252 16 0.597188103947531 0.906490801701756
"17" 1 "89fda0284e008d2e0c980fb13f96372c" 0.807045391588494 17 0.597188103947531 0.906490801701756
"18" 1 "89fda0284e008d2e0c980fb13f97722c" 0.800780114168682 18 0.597188103947531 0.906490801701756
"19" 1 "89fda0284e008d2e0c980fb13f964e6a" 0.797144678433093 19 0.597188103947531 0.906490801701756
"20" 1 "89fda0284e008d2e0c980fb13f979609" 0.763926089513729 20 0.597188103947531 0.906490801701756
"21" 1 "fcd13ae716841026ee760704bb0d89a7" 0.763786397444651 21 0.597188103947531 0.906490801701756
"22" 1 "89fda0284e008d2e0c980fb13f97850c" 0.757036348920913 22 0.597188103947531 0.906490801701756
"23" 1 "89fda0284e008d2e0c980fb13f9a3e49" 0.748200849603368 23 0.597188103947531 0.906490801701756
"24" 1 "89fda0284e008d2e0c980fb13f9899b3" 0.747963948559236 24 0.597188103947531 0.906490801701756
"25" 1 "89fda0284e008d2e0c980fb13f96807a" 0.744972891338992 25 0.597188103947531 0.906490801701756
"26" 1 "89fda0284e008d2e0c980fb13f97e56a" 0.744828467090591 26 0.597188103947531 0.906490801701756
"27" 1 "89fda0284e008d2e0c980fb13f9a7b0c" 0.706204876040303 27 0.597188103947531 0.906490801701756
"28" 1 "89fda0284e008d2e0c980fb13f97cef7" 0.685653965782467 28 0.597188103947531 0.906490801701756
"29" 1 "89fda0284e008d2e0c980fb13f978578" 0.643747028918778 29 0.597188103947531 0.906490801701756
"30" 1 "fcd13ae716841026ee760704bb0d99ee" 0.637116502032932 30 0.597188103947531 0.906490801701756
"31" 1 "89fda0284e008d2e0c980fb13f96554b" 0.613884498878686 31 0.597188103947531 0.906490801701756
"32" 1 "89fda0284e008d2e0c980fb13f99b52b" 0.564884702594856 32 0.597188103947531 0.906490801701756
"33" 1 "70c6ba6f55ed21716fe725c2146966b6" 0.551905109458588 33 0.597188103947531 0.906490801701756
"34" 1 "89fda0284e008d2e0c980fb13f95fe45" 0.549881879064715 34 0.597188103947531 0.906490801701756
"35" 1 "89fda0284e008d2e0c980fb13f95477d" 0.531244092056527 35 0.597188103947531 0.906490801701756
"36" 1 "89fda0284e008d2e0c980fb13f999899" 0.521982423133148 36 0.597188103947531 0.906490801701756
"37" 1 "89fda0284e008d2e0c980fb13f978e69" 0.504803587743037 37 0.597188103947531 0.906490801701756
"38" 1 "89fda0284e008d2e0c980fb13f966281" 0.490775364681494 38 0.597188103947531 0.906490801701756
"39" 1 "89fda0284e008d2e0c980fb13f99886e" 0.487470768072507 39 0.597188103947531 0.906490801701756
"40" 1 "89fda0284e008d2e0c980fb13f980ee3" 0.486405583858636 40 0.597188103947531 0.906490801701756
"41" 1 "89fda0284e008d2e0c980fb13f98311d" 0.481625800935714 41 0.597188103947531 0.906490801701756
"42" 1 "89fda0284e008d2e0c980fb13f973bdc" 0.481565738411633 42 0.597188103947531 0.906490801701756
"43" 1 "89fda0284e008d2e0c980fb13f951435" 0.478696984856664 43 0.597188103947531 0.906490801701756
"44" 1 "89fda0284e008d2e0c980fb13f9a6042" 0.468473172410559 44 0.597188103947531 0.906490801701756
"45" 1 "89fda0284e008d2e0c980fb13f99a47e" 0.45823725297815 45 0.597188103947531 0.906490801701756
"46" 1 "89fda0284e008d2e0c980fb13f98fe2e" 0.457678645152122 46 0.597188103947531 0.906490801701756
"47" 1 "89fda0284e008d2e0c980fb13f969126" 0.440549744393962 47 0.597188103947531 0.906490801701756
"48" 1 "70c6ba6f55ed21716fe725c21469e6ed" 0.438917805688084 48 0.597188103947531 0.906490801701756
"49" 1 "89fda0284e008d2e0c980fb13f956856" 0.432932995140446 49 0.597188103947531 0.906490801701756
"50" 1 "89fda0284e008d2e0c980fb13f97bdf2" 0.43106735917208 50 0.597188103947531 0.906490801701756
"51" 1 "89fda0284e008d2e0c980fb13f9992a6" 0.429468812274421 51 0.597188103947531 0.906490801701756
"52" 1 "89fda0284e008d2e0c980fb13f9ac931" 0.417259025604821 52 0.597188103947531 0.906490801701756
"53" 1 "89fda0284e008d2e0c980fb13f9ad888" 0.415589246348122 53 0.597188103947531 0.906490801701756
"54" 1 "89fda0284e008d2e0c980fb13f99f651" 0.402401746878836 54 0.597188103947531 0.906490801701756
"55" 1 "89fda0284e008d2e0c980fb13f9b5305" 0.398587618626471 55 0.597188103947531 0.906490801701756
"56" 1 "89fda0284e008d2e0c980fb13f9917a0" 0.394931393472009 56 0.597188103947531 0.906490801701756
"57" 1 "89fda0284e008d2e0c980fb13f9afb45" 0.394295848358499 57 0.597188103947531 0.906490801701756
"58" 1 "89fda0284e008d2e0c980fb13f97b53a" 0.391631723349479 58 0.597188103947531 0.906490801701756
"59" 1 "89fda0284e008d2e0c980fb13f9735c8" 0.389173655746328 59 0.597188103947531 0.906490801701756
"60" 1 "89fda0284e008d2e0c980fb13f978216" 0.381231462991966 60 0.597188103947531 0.906490801701756
"61" 1 "89fda0284e008d2e0c980fb13f9b0cfa" 0.378764917602907 61 0.597188103947531 0.906490801701756
"62" 1 "89fda0284e008d2e0c980fb13f966efc" 0.37680542910884 62 0.597188103947531 0.906490801701756
"63" 1 "89fda0284e008d2e0c980fb13f956dab" 0.373784836772831 63 0.597188103947531 0.906490801701756
"64" 1 "89fda0284e008d2e0c980fb13f9ad383" 0.354543130231795 64 0.597188103947531 0.906490801701756
"65" 1 "89fda0284e008d2e0c980fb13f9b5439" 0.352462055879446 65 0.597188103947531 0.906490801701756
"66" 1 "89fda0284e008d2e0c980fb13f966e31" 0.3487580320688 66 0.597188103947531 0.906490801701756
"67" 1 "89fda0284e008d2e0c980fb13f950d25" 0.339658129966033 67 0.597188103947531 0.906490801701756
"68" 1 "89fda0284e008d2e0c980fb13f9b46eb" 0.325519667569667 68 0.597188103947531 0.906490801701756
"69" 1 "89fda0284e008d2e0c980fb13f960ab3" 0.32507643298965 69 0.597188103947531 0.906490801701756
