"chw" "aggregate_count" "aggregate_percent" "total_count" "total_percent"
"169" "89fda0284e008d2e0c980fb13f9a68f3" 9 0.0146341463414634 2 0.0273972602739726
"170" "89fda0284e008d2e0c980fb13f98ed57" 49 0.0520169851380042 1 0.0136986301369863
"171" "89fda0284e008d2e0c980fb13f998a68" 3 0.00368550368550369 0 0
"172" "89fda0284e008d2e0c980fb13f94d6ef" 19 0.0231990231990232 1 0.0136986301369863
"173" "89fda0284e008d2e0c980fb13f9ab9a8" 6 0.0182370820668693 1 0.0136986301369863
"174" "89fda0284e008d2e0c980fb13f958016" 13 0.0483271375464684 2 0.0273972602739726
"175" "70c6ba6f55ed21716fe725c21469ace7" 4 0.0074487895716946 0 0
"176" "89fda0284e008d2e0c980fb13f98d506" 39 0.0433333333333333 1 0.0136986301369863
"177" "89fda0284e008d2e0c980fb13f9692b3" 17 0.0232558139534884 1 0.0136986301369863
"178" "89fda0284e008d2e0c980fb13f95ad0e" 0 0 0 0
"179" "89fda0284e008d2e0c980fb13f95dbc7" 4 0.0108108108108108 0 0
"180" "89fda0284e008d2e0c980fb13f98d9d7" 21 0.0432098765432099 1 0.0136986301369863
"181" "89fda0284e008d2e0c980fb13f98c6e0" 2 0.00544959128065395 0 0
"182" "89fda0284e008d2e0c980fb13f98af77" 61 0.0745721271393643 2 0.0273972602739726
"183" "89fda0284e008d2e0c980fb13f95205a" 19 0.0425055928411633 0 0
"184" "89fda0284e008d2e0c980fb13f97031c" 9 0.079646017699115 0 0
"185" "89fda0284e008d2e0c980fb13f95623e" 24 0.0391517128874388 2 0.0273972602739726
"186" "89fda0284e008d2e0c980fb13f976b14" 0 0 0 0
"187" "89fda0284e008d2e0c980fb13f96114d" 0 0 0 0
"188" "89fda0284e008d2e0c980fb13f95a0fb" 4 0.0186046511627907 0 0
"189" "89fda0284e008d2e0c980fb13f9a9d0f" 0 0 0 0
"190" "89fda0284e008d2e0c980fb13f98abea" 30 0.0285442435775452 2 0.0273972602739726
"191" "89fda0284e008d2e0c980fb13f98a6d5" 23 0.0261660978384528 1 0.0136986301369863
"192" "89fda0284e008d2e0c980fb13f96a8a3" 1 0.00265957446808511 0 0
"193" "89fda0284e008d2e0c980fb13f990df9" 0 0 0 0
"194" "fcd13ae716841026ee760704bb0d7ba4" 6 0.0363636363636364 0 0
"195" "89fda0284e008d2e0c980fb13f993d70" 1 0.0166666666666667 0 0
"196" "89fda0284e008d2e0c980fb13f96cf64" 0 0 0 0
"197" "89fda0284e008d2e0c980fb13f9849f8" 4 0.0178571428571429 0 0
"198" "89fda0284e008d2e0c980fb13f96bd60" 0 0 0 0
"199" "89fda0284e008d2e0c980fb13f9ab153" 8 0.173913043478261 0 0
"200" "89fda0284e008d2e0c980fb13f955cb1" 4 0.0150375939849624 0 0
"201" "89fda0284e008d2e0c980fb13f950883" 0 0 0 0
"202" "89fda0284e008d2e0c980fb13f9ae796" 23 0.0344827586206897 2 0.0273972602739726
"203" "89fda0284e008d2e0c980fb13f9b3322" 56 0.144702842377261 12 0.164383561643836
"204" "89fda0284e008d2e0c980fb13f997d88" 18 0.0421545667447307 1 0.0136986301369863
"205" "89fda0284e008d2e0c980fb13f94e6b6" 5 0.012987012987013 0 0
"206" "89fda0284e008d2e0c980fb13f9a4d8a" 45 0.0536992840095465 1 0.0136986301369863
"207" "70c6ba6f55ed21716fe725c2146982df" 29 0.0845481049562682 2 0.0273972602739726
"208" "89fda0284e008d2e0c980fb13f9a0d1f" 0 0 0 0
"209" "89fda0284e008d2e0c980fb13f97cb4f" 0 0 0 0
"210" "89fda0284e008d2e0c980fb13f96a690" 1 0.00892857142857143 0 0
"211" "70c6ba6f55ed21716fe725c214691571" 4 0.0136054421768707 0 0
"212" "89fda0284e008d2e0c980fb13f96fddb" 1 0.00440528634361234 0 0
"213" "fb6e0b19cbe3ef683a10c4c47669d46d" 7 0.127272727272727 0 0
"214" "70c6ba6f55ed21716fe725c2146972eb" 7 0.023972602739726 0 0
"215" "89fda0284e008d2e0c980fb13f9b1ab6" 8 0.0197044334975369 1 0.0136986301369863
"216" "89fda0284e008d2e0c980fb13f9b05d4" 14 0.12280701754386 0 0
"217" "89fda0284e008d2e0c980fb13f95cb81" 5 0.0420168067226891 0 0
"218" "89fda0284e008d2e0c980fb13f9a2e6b" 17 0.037037037037037 2 0.0273972602739726
"219" "89fda0284e008d2e0c980fb13f9859d8" 2 0.0116279069767442 0 0
"220" "89fda0284e008d2e0c980fb13f97710a" 3 0.0280373831775701 0 0
"221" "89fda0284e008d2e0c980fb13f96de63" 3 0.00869565217391304 0 0
"222" "fb6e0b19cbe3ef683a10c4c47669d0ce" 1 0.00342465753424658 0 0
"223" "fb6e0b19cbe3ef683a10c4c47669bc70" 0 0 0 0
"224" "89fda0284e008d2e0c980fb13f959c0a" 6 0.0260869565217391 1 0.0136986301369863
"225" "89fda0284e008d2e0c980fb13f9a06a3" 0 0 0 0
"226" "89fda0284e008d2e0c980fb13f9a1c42" 1 0.00442477876106195 0 0
"227" "89fda0284e008d2e0c980fb13f9a052b" 0 0 0 0
"228" "89fda0284e008d2e0c980fb13f98fd43" 1 0.0099009900990099 0 0
