"c" "over_count" "over_ratio" "nweeks_reporting"
"31" "89fda0284e008d2e0c980fb13f973bdc" "9" "0.0220588235294118" "408"
"32" "89fda0284e008d2e0c980fb13f96372c" "45" "0.0429389312977099" "1048"
"33" "89fda0284e008d2e0c980fb13f98311d" "8" "0.0318725099601594" "251"
"34" "89fda0284e008d2e0c980fb13f964e6a" "28" "0.0251121076233184" "1115"
"35" "89fda0284e008d2e0c980fb13f983809" "17" "0.0255639097744361" "665"
"36" "89fda0284e008d2e0c980fb13f9917a0" "25" "0.0220264317180617" "1135"
"37" "89fda0284e008d2e0c980fb13f9900d3" "4" "0.0207253886010363" "193"
"38" "89fda0284e008d2e0c980fb13f995be3" "20" "0.0273224043715847" "732"
"39" "89fda0284e008d2e0c980fb13f960ab3" "26" "0.0324189526184539" "802"
"40" "89fda0284e008d2e0c980fb13f9b46eb" "15" "0.0120967741935484" "1240"
"41" "89fda0284e008d2e0c980fb13f94fae5" "33" "0.0532258064516129" "620"
"42" "89fda0284e008d2e0c980fb13f994cf8" "61" "0.0599803343166175" "1017"
"43" "89fda0284e008d2e0c980fb13f9623b3" "24" "0.0286396181384248" "838"
"44" "89fda0284e008d2e0c980fb13f978e69" "9" "0.0292207792207792" "308"
"45" "89fda0284e008d2e0c980fb13f96807a" "59" "0.0397574123989218" "1484"
"46" "89fda0284e008d2e0c980fb13f953df5" "55" "0.0701530612244898" "784"
"47" "89fda0284e008d2e0c980fb13f9b3f75" "31" "0.0254098360655738" "1220"
"48" "89fda0284e008d2e0c980fb13f9509fd" "11" "0.0156695156695157" "702"
"49" "89fda0284e008d2e0c980fb13f9992a6" "30" "0.0323624595469256" "927"
"50" "89fda0284e008d2e0c980fb13f978578" "1" "0.00182481751824818" "548"
"51" "89fda0284e008d2e0c980fb13f9a51a9" "40" "0.0554785020804438" "721"
"52" "89fda0284e008d2e0c980fb13f9628e2" "74" "0.0524822695035461" "1410"
"53" "89fda0284e008d2e0c980fb13f9899b3" "2" "0.00743494423791822" "269"
"54" "89fda0284e008d2e0c980fb13f960194" "7" "0.00954979536152797" "733"
"55" "fcd13ae716841026ee760704bb0d89a7" "0" "0" "172"
"56" "89fda0284e008d2e0c980fb13f956856" "10" "0.0308641975308642" "324"
"57" "89fda0284e008d2e0c980fb13f999c89" "12" "0.0180995475113122" "663"
"58" "89fda0284e008d2e0c980fb13f9afb45" "3" "0.0267857142857143" "112"
"59" "89fda0284e008d2e0c980fb13f9ad060" "44" "0.0471596998928189" "933"
"60" "89fda0284e008d2e0c980fb13f96442a" "21" "0.0254237288135593" "826"
"61" "fcd13ae716841026ee760704bb0d99ee" "33" "0.0253067484662577" "1304"
"62" "fcd13ae716841026ee760704bb0da4a8" "7" "0.0125" "560"
"63" "89fda0284e008d2e0c980fb13f966efc" "25" "0.0253807106598985" "985"
"64" "89fda0284e008d2e0c980fb13f970c18" "13" "0.027027027027027" "481"
"65" "89fda0284e008d2e0c980fb13f95477d" "9" "0.00979325353645267" "919"
"66" "89fda0284e008d2e0c980fb13f99886e" "4" "0.0268456375838926" "149"
"67" "89fda0284e008d2e0c980fb13f978216" "17" "0.0181818181818182" "935"
"68" "89fda0284e008d2e0c980fb13f964b7e" "29" "0.0240066225165563" "1208"
"69" "89fda0284e008d2e0c980fb13f97dff4" "51" "0.0526859504132231" "968"
"70" "89fda0284e008d2e0c980fb13f99b52b" "1" "0.00232018561484919" "431"
"71" "89fda0284e008d2e0c980fb13f950688" "9" "0.0181086519114688" "497"
"72" "89fda0284e008d2e0c980fb13f95fe45" "32" "0.033160621761658" "965"
"73" "89fda0284e008d2e0c980fb13f966e31" "27" "0.0272727272727273" "990"
"74" "89fda0284e008d2e0c980fb13f99a3ad" "24" "0.0246153846153846" "975"
"75" "89fda0284e008d2e0c980fb13f968eb0" "39" "0.0468187274909964" "833"
"76" "89fda0284e008d2e0c980fb13f985a55" "1" "0.00196078431372549" "510"
"77" "89fda0284e008d2e0c980fb13f970282" "14" "0.0356234096692112" "393"
"78" "89fda0284e008d2e0c980fb13f99d8c6" "23" "0.0295250320924262" "779"
"79" "89fda0284e008d2e0c980fb13f97b53a" "2" "0.00711743772241993" "281"
"80" "89fda0284e008d2e0c980fb13f98fe2e" "5" "0.0148367952522255" "337"
"81" "89fda0284e008d2e0c980fb13f9978cb" "9" "0.0407239819004525" "221"
"82" "89fda0284e008d2e0c980fb13f972945" "6" "0.0120724346076459" "497"
"83" "89fda0284e008d2e0c980fb13f96e561" "0" "0" "210"
"84" "89fda0284e008d2e0c980fb13f975e5c" "2" "0.00386847195357834" "517"
"85" "89fda0284e008d2e0c980fb13f95f7a6" "25" "0.0212947189097104" "1174"
"86" "70c6ba6f55ed21716fe725c214692ffd" "6" "0.00894187779433681" "671"
"87" "89fda0284e008d2e0c980fb13f989136" "46" "0.0543735224586288" "846"
"88" "89fda0284e008d2e0c980fb13f969126" "49" "0.0468899521531101" "1045"
"89" "89fda0284e008d2e0c980fb13f97bafa" "31" "0.0266781411359725" "1162"
"90" "89fda0284e008d2e0c980fb13f9a6042" "25" "0.0290360046457607" "861"
"91" "70c6ba6f55ed21716fe725c2146903eb" "13" "0.11304347826087" "115"
"92" "89fda0284e008d2e0c980fb13f98736b" "11" "0.00930626057529611" "1182"
"93" "89fda0284e008d2e0c980fb13f955485" "58" "0.0785907859078591" "738"
"94" "89fda0284e008d2e0c980fb13f9735c8" "5" "0.00775193798449612" "645"
"95" "70c6ba6f55ed21716fe725c2146966b6" "8" "0.0707964601769911" "113"
"96" "89fda0284e008d2e0c980fb13f97d834" "24" "0.0298507462686567" "804"
"97" "89fda0284e008d2e0c980fb13f9b5439" "12" "0.0143884892086331" "834"
"98" "89fda0284e008d2e0c980fb13f97583c" "1" "0.00141843971631206" "705"
"99" "89fda0284e008d2e0c980fb13f97ae9f" "1" "0.00204498977505112" "489"
"100" "89fda0284e008d2e0c980fb13f98f9d5" "2" "0.00542005420054201" "369"
"101" "fcd13ae716841026ee760704bb0d92e5" "1" "0.00584795321637427" "171"
"102" "89fda0284e008d2e0c980fb13f966281" "37" "0.0513888888888889" "720"
"103" "89fda0284e008d2e0c980fb13f992e2c" "8" "0.0158102766798419" "506"
"104" "89fda0284e008d2e0c980fb13f99f651" "1" "0.0023094688221709" "433"
"105" "89fda0284e008d2e0c980fb13f9a7b0c" "30" "0.0252951096121417" "1186"
"106" "89fda0284e008d2e0c980fb13f996b98" "41" "0.0368705035971223" "1112"
"107" "89fda0284e008d2e0c980fb13f9866e8" "30" "0.0289296046287367" "1037"
"108" "89fda0284e008d2e0c980fb13f980116" "13" "0.0131578947368421" "988"
"109" "89fda0284e008d2e0c980fb13f987d0e" "5" "0.00619578686493185" "807"
"110" "89fda0284e008d2e0c980fb13f98e475" "7" "0.0173267326732673" "404"
"111" "89fda0284e008d2e0c980fb13f9a6d98" "2" "0.00909090909090909" "220"
"112" "89fda0284e008d2e0c980fb13f94f3f9" "11" "0.04" "275"
"113" "89fda0284e008d2e0c980fb13f96554b" "34" "0.0362473347547974" "938"
"114" "89fda0284e008d2e0c980fb13f999899" "4" "0.00936768149882904" "427"
"115" "89fda0284e008d2e0c980fb13f95d481" "42" "0.0988235294117647" "425"
"116" "89fda0284e008d2e0c980fb13f983d38" "20" "0.0211416490486258" "946"
"117" "fcd13ae716841026ee760704bb0d7fee" "0" "0" "574"
"118" "89fda0284e008d2e0c980fb13f99fa39" "2" "0.00597014925373134" "335"
"119" "89fda0284e008d2e0c980fb13f9b1c77" "25" "0.0227272727272727" "1100"
"120" "89fda0284e008d2e0c980fb13f958239" "33" "0.02882096069869" "1145"
"121" "89fda0284e008d2e0c980fb13f95f2b4" "29" "0.0316248636859324" "917"
"122" "89fda0284e008d2e0c980fb13f95e9b4" "15" "0.0186799501867995" "803"
"123" "89fda0284e008d2e0c980fb13f9b323a" "69" "0.0480836236933798" "1435"
"124" "89fda0284e008d2e0c980fb13f99e74b" "26" "0.0237010027347311" "1097"
"125" "89fda0284e008d2e0c980fb13f9b2365" "21" "0.0368421052631579" "570"
"126" "89fda0284e008d2e0c980fb13f97256b" "7" "0.0217391304347826" "322"
"127" "89fda0284e008d2e0c980fb13f967b9f" "2" "0.00714285714285714" "280"
"128" "89fda0284e008d2e0c980fb13f961f23" "53" "0.0745428973277075" "711"
"129" "89fda0284e008d2e0c980fb13f982710" "8" "0.0104166666666667" "768"
"130" "70c6ba6f55ed21716fe725c214694627" "12" "0.030690537084399" "391"
"131" "89fda0284e008d2e0c980fb13f9b19cd" "6" "0.0260869565217391" "230"
"132" "89fda0284e008d2e0c980fb13f9a6a78" "10" "0.0161550888529887" "619"
"133" "89fda0284e008d2e0c980fb13f9ac931" "3" "0.00721153846153846" "416"
"134" "89fda0284e008d2e0c980fb13f958a63" "0" "0" "53"
"135" "89fda0284e008d2e0c980fb13f952278" "38" "0.0604133545310016" "629"
"136" "89fda0284e008d2e0c980fb13f976515" "7" "0.0225806451612903" "310"
"137" "fcd13ae716841026ee760704bb0d89b2" "23" "0.0289308176100629" "795"
"138" "89fda0284e008d2e0c980fb13f99c940" "4" "0.00888888888888889" "450"
"139" "89fda0284e008d2e0c980fb13f97478a" "8" "0.0178173719376392" "449"
"140" "89fda0284e008d2e0c980fb13f956dab" "2" "0.00649350649350649" "308"
"141" "89fda0284e008d2e0c980fb13f98317d" "24" "0.0428571428571429" "560"
"142" "89fda0284e008d2e0c980fb13f95300e" "22" "0.0275344180225282" "799"
"143" "89fda0284e008d2e0c980fb13f992222" "5" "0.00714285714285714" "700"
"144" "89fda0284e008d2e0c980fb13f9a5551" "19" "0.0234567901234568" "810"
"145" "89fda0284e008d2e0c980fb13f985425" "17" "0.0238095238095238" "714"
"146" "89fda0284e008d2e0c980fb13f96c45a" "28" "0.04375" "640"
"147" "89fda0284e008d2e0c980fb13f976d3e" "24" "0.0416666666666667" "576"
"148" "89fda0284e008d2e0c980fb13f96ef9f" "1" "0.00229357798165138" "436"
"149" "70c6ba6f55ed21716fe725c214694428" "13" "0.0208" "625"
"150" "70c6ba6f55ed21716fe725c21469a1e0" "25" "0.0506072874493927" "494"
"151" "89fda0284e008d2e0c980fb13f94f406" "18" "0.0300500834724541" "599"
"152" "70c6ba6f55ed21716fe725c21469d627" "13" "0.0384615384615385" "338"
"153" "89fda0284e008d2e0c980fb13f98b956" "43" "0.0508274231678487" "846"
"154" "89fda0284e008d2e0c980fb13f980ee3" "0" "0" "431"
"155" "89fda0284e008d2e0c980fb13f96f087" "1" "0.0029940119760479" "334"
"156" "89fda0284e008d2e0c980fb13f954d49" "12" "0.0297029702970297" "404"
"157" "89fda0284e008d2e0c980fb13f992875" "42" "0.0528301886792453" "795"
"158" "89fda0284e008d2e0c980fb13f99fba3" "35" "0.0586264656616415" "597"
"159" "89fda0284e008d2e0c980fb13f9aa5ec" "17" "0.0199296600234467" "853"
"160" "89fda0284e008d2e0c980fb13f95bb9f" "13" "0.0416666666666667" "312"
"161" "89fda0284e008d2e0c980fb13f987fd5" "3" "0.00510204081632653" "588"
"162" "89fda0284e008d2e0c980fb13f9aee39" "51" "0.104081632653061" "490"
"163" "89fda0284e008d2e0c980fb13f979bb8" "8" "0.0291970802919708" "274"
"164" "89fda0284e008d2e0c980fb13f9597bc" "22" "0.0561224489795918" "392"
"165" "89fda0284e008d2e0c980fb13f9a88cd" "15" "0.025" "600"
"166" "89fda0284e008d2e0c980fb13f97540b" "0" "0" "169"
"167" "89fda0284e008d2e0c980fb13f97fc0a" "23" "0.0592783505154639" "388"
"168" "89fda0284e008d2e0c980fb13f99f90d" "9" "0.0185567010309278" "485"
"169" "89fda0284e008d2e0c980fb13f9a68f3" "9" "0.0146341463414634" "615"
"170" "89fda0284e008d2e0c980fb13f98ed57" "49" "0.0520169851380042" "942"
"171" "89fda0284e008d2e0c980fb13f998a68" "3" "0.00368550368550369" "814"
"172" "89fda0284e008d2e0c980fb13f94d6ef" "19" "0.0231990231990232" "819"
"173" "89fda0284e008d2e0c980fb13f9ab9a8" "6" "0.0182370820668693" "329"
"174" "89fda0284e008d2e0c980fb13f958016" "13" "0.0483271375464684" "269"
"175" "70c6ba6f55ed21716fe725c21469ace7" "4" "0.0074487895716946" "537"
"176" "89fda0284e008d2e0c980fb13f98d506" "39" "0.0433333333333333" "900"
"177" "89fda0284e008d2e0c980fb13f9692b3" "17" "0.0232558139534884" "731"
"178" "89fda0284e008d2e0c980fb13f95ad0e" "0" "0" "93"
"179" "89fda0284e008d2e0c980fb13f95dbc7" "4" "0.0108108108108108" "370"
"180" "89fda0284e008d2e0c980fb13f98d9d7" "21" "0.0432098765432099" "486"
"181" "89fda0284e008d2e0c980fb13f98c6e0" "2" "0.00544959128065395" "367"
"182" "89fda0284e008d2e0c980fb13f98af77" "61" "0.0745721271393643" "818"
"183" "89fda0284e008d2e0c980fb13f95205a" "19" "0.0425055928411633" "447"
"184" "89fda0284e008d2e0c980fb13f97031c" "9" "0.079646017699115" "113"
"185" "89fda0284e008d2e0c980fb13f95623e" "24" "0.0391517128874388" "613"
"186" "89fda0284e008d2e0c980fb13f976b14" "0" "0" "369"
"187" "89fda0284e008d2e0c980fb13f96114d" "0" "0" "268"
"188" "89fda0284e008d2e0c980fb13f95a0fb" "4" "0.0186046511627907" "215"
"189" "89fda0284e008d2e0c980fb13f9a9d0f" "0" "0" "111"
"190" "89fda0284e008d2e0c980fb13f98abea" "30" "0.0285442435775452" "1051"
"191" "89fda0284e008d2e0c980fb13f98a6d5" "23" "0.0261660978384528" "879"
"192" "89fda0284e008d2e0c980fb13f96a8a3" "1" "0.00265957446808511" "376"
"193" "89fda0284e008d2e0c980fb13f990df9" "0" "0" "60"
"194" "fcd13ae716841026ee760704bb0d7ba4" "6" "0.0363636363636364" "165"
"195" "89fda0284e008d2e0c980fb13f993d70" "1" "0.0166666666666667" "60"
"196" "89fda0284e008d2e0c980fb13f96cf64" "0" "0" "112"
"197" "89fda0284e008d2e0c980fb13f9849f8" "4" "0.0178571428571429" "224"
"198" "89fda0284e008d2e0c980fb13f96bd60" "0" "0" "56"
"199" "89fda0284e008d2e0c980fb13f9ab153" "8" "0.173913043478261" "46"
"200" "89fda0284e008d2e0c980fb13f955cb1" "4" "0.0150375939849624" "266"
"201" "89fda0284e008d2e0c980fb13f950883" "0" "0" "226"
"202" "89fda0284e008d2e0c980fb13f9ae796" "23" "0.0344827586206897" "667"
"203" "89fda0284e008d2e0c980fb13f9b3322" "56" "0.144702842377261" "387"
"204" "89fda0284e008d2e0c980fb13f997d88" "18" "0.0421545667447307" "427"
"205" "89fda0284e008d2e0c980fb13f94e6b6" "5" "0.012987012987013" "385"
"206" "89fda0284e008d2e0c980fb13f9a4d8a" "45" "0.0536992840095465" "838"
"207" "70c6ba6f55ed21716fe725c2146982df" "29" "0.0845481049562682" "343"
"208" "89fda0284e008d2e0c980fb13f9a0d1f" "0" "0" "169"
"209" "89fda0284e008d2e0c980fb13f97cb4f" "0" "0" "221"
"210" "89fda0284e008d2e0c980fb13f96a690" "1" "0.00892857142857143" "112"
"211" "70c6ba6f55ed21716fe725c214691571" "4" "0.0136054421768707" "294"
"212" "89fda0284e008d2e0c980fb13f96fddb" "1" "0.00440528634361234" "227"
"213" "fb6e0b19cbe3ef683a10c4c47669d46d" "7" "0.127272727272727" "55"
"214" "70c6ba6f55ed21716fe725c2146972eb" "7" "0.023972602739726" "292"
"215" "89fda0284e008d2e0c980fb13f9b1ab6" "8" "0.0197044334975369" "406"
"216" "89fda0284e008d2e0c980fb13f9b05d4" "14" "0.12280701754386" "114"
"217" "89fda0284e008d2e0c980fb13f95cb81" "5" "0.0420168067226891" "119"
"218" "89fda0284e008d2e0c980fb13f9a2e6b" "17" "0.037037037037037" "459"
"219" "89fda0284e008d2e0c980fb13f9859d8" "2" "0.0116279069767442" "172"
"220" "89fda0284e008d2e0c980fb13f97710a" "3" "0.0280373831775701" "107"
"221" "89fda0284e008d2e0c980fb13f96de63" "3" "0.00869565217391304" "345"
"222" "fb6e0b19cbe3ef683a10c4c47669d0ce" "1" "0.00342465753424658" "292"
"223" "fb6e0b19cbe3ef683a10c4c47669bc70" "0" "0" "120"
"224" "89fda0284e008d2e0c980fb13f959c0a" "6" "0.0260869565217391" "230"
"225" "89fda0284e008d2e0c980fb13f9a06a3" "0" "0" "120"
"226" "89fda0284e008d2e0c980fb13f9a1c42" "1" "0.00442477876106195" "226"
"227" "89fda0284e008d2e0c980fb13f9a052b" "0" "0" "60"
"228" "89fda0284e008d2e0c980fb13f98fd43" "1" "0.0099009900990099" "101"
