"months" "mean" "sd"
"1" "2012-08-30" 0.597188103947531 0.906490801701756
"2" "2012-09-30" 0.573682070179976 0.515831517094039
"3" "2012-10-30" 0.53041511768534 0.364572342884363
"4" "2012-11-30" 0.571855253674818 0.404819203577795
"5" "2012-12-30" 0.473250221846224 0.334410733603492
"6" "2013-01-30" 0.489569172288649 0.323478498581375
"7" "2013-03-02" 0.492123520025458 0.314769994655957
"8" "2013-03-30" 0.525830937035311 0.407651994868283
"9" "2013-04-19" 0.452019985352212 0.371504601357915
