"chw" "aggregate_count" "aggregate_percent" "chw2" "total_count" "total_percent"
"104" "89fda0284e008d2e0c980fb13f985a55" 0 0 "89fda0284e008d2e0c980fb13f985a55" 0 0
"105" "89fda0284e008d2e0c980fb13f970282" 14 0.0410557184750733 "89fda0284e008d2e0c980fb13f970282" 0 0
"106" "89fda0284e008d2e0c980fb13f98fe2e" 1 0.00294985250737463 "89fda0284e008d2e0c980fb13f98fe2e" 0 0
"107" "89fda0284e008d2e0c980fb13f9978cb" 15 0.0429799426934097 "89fda0284e008d2e0c980fb13f9978cb" 0 0
"108" "89fda0284e008d2e0c980fb13f972945" 7 0.0209580838323353 "89fda0284e008d2e0c980fb13f972945" 1 0.0136986301369863
"109" "89fda0284e008d2e0c980fb13f9a6042" 16 0.0293577981651376 "89fda0284e008d2e0c980fb13f9a6042" 2 0.0273972602739726
"110" "89fda0284e008d2e0c980fb13f96e561" 0 0 "89fda0284e008d2e0c980fb13f96e561" 0 0
"111" "89fda0284e008d2e0c980fb13f975e5c" 3 0.00740740740740741 "89fda0284e008d2e0c980fb13f975e5c" 0 0
"112" "89fda0284e008d2e0c980fb13f97bafa" 12 0.0195758564437194 "89fda0284e008d2e0c980fb13f97bafa" 3 0.0410958904109589
"113" "89fda0284e008d2e0c980fb13f95f7a6" 33 0.0538336052202284 "89fda0284e008d2e0c980fb13f95f7a6" 7 0.0958904109589041
"114" "89fda0284e008d2e0c980fb13f95d481" 26 0.0764705882352941 "89fda0284e008d2e0c980fb13f95d481" 13 0.178082191780822
"115" "89fda0284e008d2e0c980fb13f9ab9a8" 2 0.00588235294117647 "89fda0284e008d2e0c980fb13f9ab9a8" 1 0.0136986301369863
"116" "89fda0284e008d2e0c980fb13f958239" 38 0.0693430656934307 "89fda0284e008d2e0c980fb13f958239" 0 0
"117" "89fda0284e008d2e0c980fb13f9b323a" 48 0.0875912408759124 "89fda0284e008d2e0c980fb13f9b323a" 3 0.0410958904109589
"118" "89fda0284e008d2e0c980fb13f992875" 36 0.0746887966804979 "89fda0284e008d2e0c980fb13f992875" 2 0.0273972602739726
"119" "89fda0284e008d2e0c980fb13f983d38" 10 0.0182481751824818 "89fda0284e008d2e0c980fb13f983d38" 1 0.0136986301369863
"120" "89fda0284e008d2e0c980fb13f95f2b4" 23 0.0483193277310924 "89fda0284e008d2e0c980fb13f95f2b4" 2 0.0273972602739726
"121" "89fda0284e008d2e0c980fb13f95e9b4" 9 0.0189075630252101 "89fda0284e008d2e0c980fb13f95e9b4" 1 0.0136986301369863
"122" "70c6ba6f55ed21716fe725c2146903eb" 15 0.111111111111111 "70c6ba6f55ed21716fe725c2146903eb" 4 0.0547945205479452
"123" "89fda0284e008d2e0c980fb13f99e74b" 21 0.0383211678832117 "89fda0284e008d2e0c980fb13f99e74b" 2 0.0273972602739726
"124" "89fda0284e008d2e0c980fb13f9b2365" 5 0.0123152709359606 "89fda0284e008d2e0c980fb13f9b2365" 1 0.0136986301369863
"125" "89fda0284e008d2e0c980fb13f97583c" 4 0.0115942028985507 "89fda0284e008d2e0c980fb13f97583c" 0 0
"126" "fcd13ae716841026ee760704bb0d89b2" 29 0.0698795180722892 "fcd13ae716841026ee760704bb0d89b2" 0 0
"127" "89fda0284e008d2e0c980fb13f99fba3" 16 0.0394088669950739 "89fda0284e008d2e0c980fb13f99fba3" 2 0.0273972602739726
