"chw" "aggregate_count" "aggregate_percent" "total_count" "total_percent"
"1" "89fda0284e008d2e0c980fb13f957a1e" 68 0.134387351778656 2 0.0273972602739726
"2" "89fda0284e008d2e0c980fb13f9ad330" 1 0.00280112044817927 0 0
"3" "89fda0284e008d2e0c980fb13f97e56a" 61 0.0575471698113208 5 0.0684931506849315
"4" "89fda0284e008d2e0c980fb13f97bdf2" 2 0.00634920634920635 0 0
"5" "89fda0284e008d2e0c980fb13f9a3e49" 18 0.0319148936170213 0 0
"6" "89fda0284e008d2e0c980fb13f95b755" 23 0.0218009478672986 0 0
"7" "89fda0284e008d2e0c980fb13f9528e1" 27 0.0370879120879121 0 0
"8" "89fda0284e008d2e0c980fb13f94e5b7" 26 0.0222412318220701 3 0.0410958904109589
"9" "89fda0284e008d2e0c980fb13f97cef7" 45 0.0390964378801043 6 0.0821917808219178
"10" "89fda0284e008d2e0c980fb13f950d25" 8 0.016597510373444 0 0
"11" "89fda0284e008d2e0c980fb13f97a0ca" 0 0 0 0
"12" "89fda0284e008d2e0c980fb13f9ad888" 19 0.029320987654321 1 0.0136986301369863
"13" "70c6ba6f55ed21716fe725c21469c91d" 5 0.0105708245243129 1 0.0136986301369863
"14" "89fda0284e008d2e0c980fb13f979609" 51 0.0527404343329886 4 0.0547945205479452
"15" "89fda0284e008d2e0c980fb13f951435" 15 0.0151668351870576 0 0
"16" "89fda0284e008d2e0c980fb13f9b5305" 20 0.137931034482759 1 0.0136986301369863
"17" "70c6ba6f55ed21716fe725c21469e6ed" 15 0.0234009360374415 0 0
"18" "89fda0284e008d2e0c980fb13f97722c" 43 0.0713101160862355 3 0.0410958904109589
"19" "89fda0284e008d2e0c980fb13f99a86d" 30 0.0240577385725742 3 0.0410958904109589
"20" "89fda0284e008d2e0c980fb13f99a592" 21 0.0329153605015674 1 0.0136986301369863
"21" "70c6ba6f55ed21716fe725c21469fe3b" 19 0.0161702127659574 3 0.0410958904109589
"22" "89fda0284e008d2e0c980fb13f9a94f7" 23 0.0269005847953216 0 0
"23" "89fda0284e008d2e0c980fb13f98872f" 56 0.0467055879899917 2 0.0273972602739726
"24" "89fda0284e008d2e0c980fb13f99a47e" 8 0.0159045725646123 0 0
"25" "89fda0284e008d2e0c980fb13f981bae" 1 0.00185873605947955 0 0
"26" "89fda0284e008d2e0c980fb13f97eeaa" 42 0.031413612565445 18 0.246575342465753
"27" "89fda0284e008d2e0c980fb13f9b1273" 32 0.0541455160744501 0 0
"28" "89fda0284e008d2e0c980fb13f9b0cfa" 19 0.0366088631984586 0 0
"29" "89fda0284e008d2e0c980fb13f99f8e5" 30 0.023130300693909 0 0
"30" "89fda0284e008d2e0c980fb13f97850c" 64 0.0476190476190476 5 0.0684931506849315
"31" "89fda0284e008d2e0c980fb13f973bdc" 10 0.0245098039215686 0 0
"32" "89fda0284e008d2e0c980fb13f96372c" 57 0.0543893129770992 4 0.0547945205479452
"33" "89fda0284e008d2e0c980fb13f98311d" 11 0.0438247011952191 0 0
"34" "89fda0284e008d2e0c980fb13f964e6a" 39 0.0349775784753363 3 0.0410958904109589
"35" "89fda0284e008d2e0c980fb13f983809" 25 0.037593984962406 0 0
"36" "89fda0284e008d2e0c980fb13f9917a0" 37 0.0325991189427313 2 0.0273972602739726
"37" "89fda0284e008d2e0c980fb13f9900d3" 4 0.0207253886010363 0 0
"38" "89fda0284e008d2e0c980fb13f995be3" 32 0.0437158469945355 2 0.0273972602739726
"39" "89fda0284e008d2e0c980fb13f960ab3" 38 0.0473815461346633 1 0.0136986301369863
"40" "89fda0284e008d2e0c980fb13f9b46eb" 22 0.017741935483871 3 0.0410958904109589
"41" "89fda0284e008d2e0c980fb13f94fae5" 46 0.0741935483870968 2 0.0273972602739726
"42" "89fda0284e008d2e0c980fb13f994cf8" 73 0.071779744346116 1 0.0136986301369863
"43" "89fda0284e008d2e0c980fb13f9623b3" 27 0.0322195704057279 0 0
"44" "89fda0284e008d2e0c980fb13f978e69" 13 0.0422077922077922 0 0
"45" "89fda0284e008d2e0c980fb13f96807a" 72 0.0485175202156334 4 0.0547945205479452
"46" "89fda0284e008d2e0c980fb13f953df5" 69 0.0880102040816327 1 0.0136986301369863
"47" "89fda0284e008d2e0c980fb13f9b3f75" 34 0.0278688524590164 0 0
"48" "89fda0284e008d2e0c980fb13f9509fd" 13 0.0185185185185185 0 0
"49" "89fda0284e008d2e0c980fb13f9992a6" 39 0.0420711974110032 0 0
"50" "89fda0284e008d2e0c980fb13f978578" 1 0.00182481751824818 0 0
"51" "89fda0284e008d2e0c980fb13f9a51a9" 56 0.0776699029126214 2 0.0273972602739726
"52" "89fda0284e008d2e0c980fb13f9628e2" 86 0.0609929078014184 1 0.0136986301369863
"53" "89fda0284e008d2e0c980fb13f9899b3" 2 0.00743494423791822 0 0
"54" "89fda0284e008d2e0c980fb13f960194" 9 0.0122783083219645 0 0
"55" "fcd13ae716841026ee760704bb0d89a7" 0 0 0 0
"56" "89fda0284e008d2e0c980fb13f956856" 12 0.037037037037037 0 0
"57" "89fda0284e008d2e0c980fb13f999c89" 15 0.0226244343891403 0 0
"58" "89fda0284e008d2e0c980fb13f9afb45" 4 0.0357142857142857 0 0
"59" "89fda0284e008d2e0c980fb13f9ad060" 67 0.0718113612004287 2 0.0273972602739726
"60" "89fda0284e008d2e0c980fb13f96442a" 32 0.0387409200968523 2 0.0273972602739726
"61" "fcd13ae716841026ee760704bb0d99ee" 41 0.031441717791411 1 0.0136986301369863
"62" "fcd13ae716841026ee760704bb0da4a8" 13 0.0232142857142857 0 0
"63" "89fda0284e008d2e0c980fb13f966efc" 44 0.0446700507614213 4 0.0547945205479452
"64" "89fda0284e008d2e0c980fb13f970c18" 26 0.0540540540540541 5 0.0684931506849315
"65" "89fda0284e008d2e0c980fb13f95477d" 5 0.00544069640914037 0 0
"66" "89fda0284e008d2e0c980fb13f99886e" 8 0.0536912751677852 0 0
"67" "89fda0284e008d2e0c980fb13f978216" 36 0.0385026737967914 2 0.0273972602739726
"68" "89fda0284e008d2e0c980fb13f964b7e" 35 0.0289735099337748 3 0.0410958904109589
"69" "89fda0284e008d2e0c980fb13f97dff4" 67 0.0692148760330579 5 0.0684931506849315
"70" "89fda0284e008d2e0c980fb13f99b52b" 5 0.0116009280742459 0 0
"71" "89fda0284e008d2e0c980fb13f950688" 14 0.028169014084507 0 0
"72" "89fda0284e008d2e0c980fb13f95fe45" 36 0.0373056994818653 4 0.0547945205479452
"73" "89fda0284e008d2e0c980fb13f966e31" 30 0.0303030303030303 0 0
"74" "89fda0284e008d2e0c980fb13f99a3ad" 23 0.0235897435897436 1 0.0136986301369863
"75" "89fda0284e008d2e0c980fb13f968eb0" 50 0.0600240096038415 1 0.0136986301369863
"76" "89fda0284e008d2e0c980fb13f985a55" 1 0.00196078431372549 0 0
"77" "89fda0284e008d2e0c980fb13f970282" 27 0.0687022900763359 0 0
"78" "89fda0284e008d2e0c980fb13f99d8c6" 24 0.030808729139923 2 0.0273972602739726
"79" "89fda0284e008d2e0c980fb13f97b53a" 2 0.00711743772241993 0 0
"80" "89fda0284e008d2e0c980fb13f98fe2e" 3 0.00890207715133531 0 0
"81" "89fda0284e008d2e0c980fb13f9978cb" 11 0.0497737556561086 0 0
"82" "89fda0284e008d2e0c980fb13f972945" 6 0.0120724346076459 1 0.0136986301369863
"83" "89fda0284e008d2e0c980fb13f96e561" 0 0 0 0
"84" "89fda0284e008d2e0c980fb13f975e5c" 2 0.00386847195357834 0 0
"85" "89fda0284e008d2e0c980fb13f95f7a6" 33 0.0281090289608177 7 0.0958904109589041
"86" "70c6ba6f55ed21716fe725c214692ffd" 9 0.0134128166915052 0 0
"87" "89fda0284e008d2e0c980fb13f989136" 49 0.057919621749409 5 0.0684931506849315
"88" "89fda0284e008d2e0c980fb13f969126" 60 0.0574162679425837 3 0.0410958904109589
"89" "89fda0284e008d2e0c980fb13f97bafa" 34 0.0292598967297762 3 0.0410958904109589
"90" "89fda0284e008d2e0c980fb13f9a6042" 35 0.040650406504065 2 0.0273972602739726
"91" "70c6ba6f55ed21716fe725c2146903eb" 16 0.139130434782609 4 0.0547945205479452
"92" "89fda0284e008d2e0c980fb13f98736b" 19 0.0160744500846024 0 0
"93" "89fda0284e008d2e0c980fb13f955485" 74 0.100271002710027 2 0.0273972602739726
"94" "89fda0284e008d2e0c980fb13f9735c8" 4 0.0062015503875969 0 0
"95" "70c6ba6f55ed21716fe725c2146966b6" 5 0.0442477876106195 0 0
"96" "89fda0284e008d2e0c980fb13f97d834" 26 0.0323383084577114 1 0.0136986301369863
"97" "89fda0284e008d2e0c980fb13f9b5439" 14 0.0167865707434053 0 0
"98" "89fda0284e008d2e0c980fb13f97583c" 3 0.00425531914893617 0 0
"99" "89fda0284e008d2e0c980fb13f97ae9f" 2 0.00408997955010225 0 0
"100" "89fda0284e008d2e0c980fb13f98f9d5" 0 0 0 0
"101" "fcd13ae716841026ee760704bb0d92e5" 2 0.0116959064327485 0 0
"102" "89fda0284e008d2e0c980fb13f966281" 40 0.0555555555555556 0 0
"103" "89fda0284e008d2e0c980fb13f992e2c" 19 0.0375494071146245 0 0
"104" "89fda0284e008d2e0c980fb13f99f651" 1 0.0023094688221709 0 0
"105" "89fda0284e008d2e0c980fb13f9a7b0c" 41 0.0345699831365936 3 0.0410958904109589
"106" "89fda0284e008d2e0c980fb13f996b98" 55 0.0494604316546763 2 0.0273972602739726
"107" "89fda0284e008d2e0c980fb13f9866e8" 42 0.0405014464802314 4 0.0547945205479452
"108" "89fda0284e008d2e0c980fb13f980116" 27 0.0273279352226721 2 0.0273972602739726
"109" "89fda0284e008d2e0c980fb13f987d0e" 4 0.00495662949194548 1 0.0136986301369863
"110" "89fda0284e008d2e0c980fb13f98e475" 12 0.0297029702970297 0 0
"111" "89fda0284e008d2e0c980fb13f9a6d98" 3 0.0136363636363636 0 0
"112" "89fda0284e008d2e0c980fb13f94f3f9" 13 0.0472727272727273 0 0
"113" "89fda0284e008d2e0c980fb13f96554b" 37 0.0394456289978678 2 0.0273972602739726
"114" "89fda0284e008d2e0c980fb13f999899" 14 0.0327868852459016 0 0
"115" "89fda0284e008d2e0c980fb13f95d481" 39 0.0917647058823529 13 0.178082191780822
"116" "89fda0284e008d2e0c980fb13f983d38" 14 0.0147991543340381 1 0.0136986301369863
"117" "fcd13ae716841026ee760704bb0d7fee" 0 0 1 0.0136986301369863
"118" "89fda0284e008d2e0c980fb13f99fa39" 0 0 0 0
