"week" "mean" "sd"
"1" "2012-07-31" 54.3441174592254 82.4906629548598
"2" "2012-08-31" 52.2050683863778 46.9406680555575
"3" "2012-10-01" 48.2677757093659 33.176083202477
"4" "2012-10-31" 52.0388280844085 36.8385475255793
"5" "2012-12-01" 43.0657701880064 30.4313767579178
"6" "2012-12-31" 44.5507946782671 29.4365433709051
"7" "2013-01-31" 44.7832403223167 28.644069513692
"8" "2013-03-03" 47.8506152702133 37.0963315330137
"9" "2013-03-31" 41.1338186670513 33.8069187235703
