"chw" "cumulative" "total"
"1" "70c6ba6f55ed21716fe725c2146903eb" 1.45650529707906 2.26659447391342
"2" "70c6ba6f55ed21716fe725c214691571" 1.32731130767622 0.610364988142782
"3" "70c6ba6f55ed21716fe725c214692ffd" 2.50723571868062 1.00446356094626
"4" "70c6ba6f55ed21716fe725c214694428" 2.94734002768154 0.428619147563084
"5" "70c6ba6f55ed21716fe725c214694627" 2.30790217360848 0.61260401487753
"6" "70c6ba6f55ed21716fe725c2146966b6" 0.709700756089908 0.394118840265502
"7" "70c6ba6f55ed21716fe725c2146972eb" 1.60480071342423 0.568423112227509
"8" "70c6ba6f55ed21716fe725c2146982df" 2.76089534824879 2.01850741345168
"9" "70c6ba6f55ed21716fe725c21469a1e0" 2.79053369997608 0.721495826339972
"10" "70c6ba6f55ed21716fe725c21469ace7" 2.28297480531295 0.922252065001676
"11" "70c6ba6f55ed21716fe725c21469c91d" 2.31187816873278 0.871668107942288
"12" "70c6ba6f55ed21716fe725c21469d627" 2.26382184946199 0.63893727284515
"13" "70c6ba6f55ed21716fe725c21469e6ed" 3.33267723986245 0.862468618368736
"14" "70c6ba6f55ed21716fe725c21469fe3b" 7.18184875209976 2.72701464367783
"15" "89fda0284e008d2e0c980fb13f94d6ef" 4.28461011205078 1.30783857850911
"16" "89fda0284e008d2e0c980fb13f94e5b7" 13.9778217166557 7.6108964827281
"17" "89fda0284e008d2e0c980fb13f94e6b6" 1.59996923400652 0.846132801274254
"18" "89fda0284e008d2e0c980fb13f94f3f9" 1.7523008820911 1.0590133122943
"19" "89fda0284e008d2e0c980fb13f94f406" 3.8295134929762 0.57867329205485
"20" "89fda0284e008d2e0c980fb13f94fae5" 4.23586401256145 1.61797269251349
"21" "89fda0284e008d2e0c980fb13f950688" 2.61221143531545 0.5381456443336
"22" "89fda0284e008d2e0c980fb13f950883" 1.0452680549772 0.545086012597092
"23" "89fda0284e008d2e0c980fb13f9509fd" 3.23119076752165 0.449189109214678
"24" "89fda0284e008d2e0c980fb13f950d25" 2.83400063624057 0.446898435188694
"25" "89fda0284e008d2e0c980fb13f951435" 4.90815012015557 1.25225409651641
"26" "89fda0284e008d2e0c980fb13f95205a" 2.91711340024303 0.833384597062947
"27" "89fda0284e008d2e0c980fb13f952278" 5.56166792051849 1.60185504110383
"28" "89fda0284e008d2e0c980fb13f9528e1" 4.40636568749244 0.920981887406872
"29" "89fda0284e008d2e0c980fb13f95300e" 4.71780271319248 0.887541487013268
"30" "89fda0284e008d2e0c980fb13f953df5" 7.69482652317051 1.14416143574385
"31" "89fda0284e008d2e0c980fb13f95477d" 4.35669968838325 0.957421621361333
"32" "89fda0284e008d2e0c980fb13f954d49" 2.62680564183662 1.1437266575823
"33" "89fda0284e008d2e0c980fb13f955485" 6.45573777299074 1.60131022696475
"34" "89fda0284e008d2e0c980fb13f955cb1" 1.48355633070043 0.417318875776066
"35" "89fda0284e008d2e0c980fb13f95623e" 4.00605998882994 1.16359020056393
"36" "89fda0284e008d2e0c980fb13f956856" 2.35867199217736 0.52509034862525
"37" "89fda0284e008d2e0c980fb13f956dab" 1.84641866264308 0.698052542903472
"38" "89fda0284e008d2e0c980fb13f957a1e" 7.61261093249095 3.12986807559148
"39" "89fda0284e008d2e0c980fb13f958016" 2.16557224325685 1.88114899108169
"40" "89fda0284e008d2e0c980fb13f958239" 6.90339782882334 1.29766618486939
"41" "89fda0284e008d2e0c980fb13f958a63" 0.316365989010555 0.233302503248378
"42" "89fda0284e008d2e0c980fb13f9597bc" 3.58925620618627 0.406626152394739
"43" "89fda0284e008d2e0c980fb13f959c0a" 1.32456541873307 0.572284906776724
"44" "89fda0284e008d2e0c980fb13f95a0fb" 0.958896867957597 0.472837292155336
"45" "89fda0284e008d2e0c980fb13f95ad0e" 0.483973193444752 0.583526824267722
"46" "89fda0284e008d2e0c980fb13f95b755" 6.15296827803488 1.31934121591958
"47" "89fda0284e008d2e0c980fb13f95bb9f" 2.16559064482526 0.966043311372477
"48" "89fda0284e008d2e0c980fb13f95cb81" 0.898904379709857 1.04256723939273
"49" "89fda0284e008d2e0c980fb13f95d481" 4.79515685826174 4.34911037356704
"50" "89fda0284e008d2e0c980fb13f95dbc7" 1.61026329116437 0.547552775716435
"51" "89fda0284e008d2e0c980fb13f95e9b4" 4.66845577696783 1.05600820694233
"52" "89fda0284e008d2e0c980fb13f95f2b4" 5.66279198125137 1.73320885445077
"53" "89fda0284e008d2e0c980fb13f95f7a6" 5.82658224902951 2.31282361761694
"54" "89fda0284e008d2e0c980fb13f95fe45" 5.95340162680083 2.35998197385458
"55" "89fda0284e008d2e0c980fb13f960194" 3.46404695251516 0.897581419497683
"56" "89fda0284e008d2e0c980fb13f960ab3" 4.9736113412118 1.35645422070813
"57" "89fda0284e008d2e0c980fb13f96114d" 1.18483168725334 0.381841426214643
