"chw" "score"
"89fda0284e008d2e0c980fb13f99a592" 329.832166589834
"70c6ba6f55ed21716fe725c21469fe3b" 190.32038175586
"89fda0284e008d2e0c980fb13f9a94f7" 185.239987634802
"89fda0284e008d2e0c980fb13f98872f" 69.6072491094577
"89fda0284e008d2e0c980fb13f99a47e" 67.3813265742435
"89fda0284e008d2e0c980fb13f9a3e49" 47.54497919241
"89fda0284e008d2e0c980fb13f95b755" 38.0230464910933
"89fda0284e008d2e0c980fb13f97eeaa" 17.5471767285745
"89fda0284e008d2e0c980fb13f981bae" 15.0216995661382
"89fda0284e008d2e0c980fb13f94e5b7" 11.4772721116475
"70c6ba6f55ed21716fe725c21469c91d" 10.5769284486127
"89fda0284e008d2e0c980fb13f9b1273" 10.389439416561
"89fda0284e008d2e0c980fb13f97cef7" 9.4272308469743
"89fda0284e008d2e0c980fb13f9b0cfa" 6.95917133551609
